c Basic Line Mesh
a 14 108 7
a 14 641 18
a 14 441 12
a 14 87 6
a 14 428 2
a 14 590 11
a 14 479 12
a 14 64 16
a 14 370 16
a 14 426 3
a 14 241 19
a 14 644 17
a 14 200 13
a 14 550 17
a 15 19 18
a 15 135 19
a 15 275 3
a 15 418 10
a 15 690 19
a 15 280 14
a 15 164 6
a 15 470 13
a 15 369 5
a 15 678 2
a 16 201 11
a 16 45 10
a 16 458 17
a 16 649 6
a 16 590 9
a 16 632 16
a 16 727 14
a 16 599 8
a 16 229 14
a 16 556 12
a 16 332 15
a 16 134 6
a 16 75 12
a 16 286 1
a 16 25 19
a 17 620 20
a 17 49 15
a 17 263 12
a 17 420 13
a 17 433 12
a 17 704 9
a 17 199 9
a 17 244 6
a 17 34 15
a 17 382 13
a 17 134 17
a 17 98 14
a 17 116 11
a 18 559 16
a 18 467 3
a 18 349 8
a 18 666 1
a 18 556 1
a 18 178 1
a 18 437 10
a 18 288 19
a 18 477 6
a 19 143 4
a 19 24 20
a 19 25 15
a 19 684 1
a 19 734 10
a 19 156 13
a 19 445 17
a 19 350 7
a 19 69 17
a 19 544 15
a 19 90 13
a 19 548 14
a 19 635 13
a 19 495 6
a 19 95 2
a 19 183 9
a 19 666 9
a 19 695 11
a 20 626 16
a 20 568 9
a 20 495 8
a 20 516 3
a 20 412 13
a 20 443 9
a 20 489 20
a 20 682 13
a 20 610 13
a 20 321 2
a 20 130 15
a 20 106 4
a 20 586 11
a 20 310 15
a 20 132 16
a 21 249 18
a 21 305 19
a 21 190 6
a 21 699 9
a 21 56 6
a 21 504 9
a 21 245 8
a 21 43 4
a 21 578 13
a 21 214 18
a 21 688 12
a 21 226 7
a 22 674 19
a 22 51 15
a 22 449 11
a 22 705 18
a 22 192 2
a 22 546 19
a 22 725 6
a 22 200 8
a 22 353 4
a 22 495 19
a 22 236 2
a 22 290 15
a 22 704 9
a 22 672 13
a 22 151 11
a 22 24 3
a 23 672 20
a 23 213 18
a 23 173 11
a 23 357 15
a 23 110 1
a 23 302 12
a 23 280 14
a 23 185 15
a 24 233 2
a 24 492 13
a 24 405 13
a 24 449 17
a 24 184 4
a 24 443 4
a 24 218 11
a 24 98 17
a 24 735 2
a 24 310 20
a 24 36 12
a 24 563 3
a 24 50 15
a 24 69 17
a 24 456 8
a 24 103 11
a 24 305 4
a 25 194 12
a 25 40 14
a 25 619 7
a 25 591 13
a 25 279 10
a 25 521 12
a 25 276 15
a 25 103 17
a 25 84 10
a 25 204 18
a 25 704 18
a 25 275 7
a 25 267 5
a 25 110 7
a 25 162 12
a 25 125 9
a 25 641 3
a 25 486 14
a 25 422 12
a 25 388 16
a 26 168 16
a 26 197 7
a 26 105 7
a 26 40 3
a 26 592 10
a 26 207 20
a 26 710 17
a 26 689 7
a 26 263 9
a 26 667 8
a 27 601 11
a 27 744 20
a 27 706 8
a 27 681 2
a 27 663 14
a 27 31 11
a 28 739 8
a 28 228 7
a 28 647 5
a 28 435 8
a 28 513 8
a 28 138 12
a 28 558 1
a 28 695 19
a 28 460 6
a 28 694 16
a 28 61 14
a 28 58 12
a 29 123 16
a 29 636 1
a 29 251 15
a 29 114 6
a 29 695 16
a 29 747 17
a 29 523 14
a 29 623 20
a 29 711 4
a 29 68 20
a 29 67 14
a 29 572 12
a 29 30 1
a 29 436 9
a 29 207 20
a 29 134 17
a 29 367 12
a 29 298 9
a 29 301 14
a 29 604 12
a 29 357 9
a 30 667 10
a 30 697 20
a 30 486 16
a 30 738 11
a 30 505 11
a 30 271 15
a 30 371 18
a 30 111 9
a 30 539 19
a 30 416 9
a 30 471 13
a 30 436 3
a 30 363 2
a 30 633 3
a 30 711 4
a 31 167 8
a 31 38 6
a 31 215 2
a 31 477 6
a 31 120 3
a 31 211 11
a 31 37 14
a 31 502 20
a 31 684 16
a 31 250 9
a 31 115 14
a 31 172 17
a 31 335 8
a 32 177 8
a 32 240 7
a 32 187 11
a 32 312 15
a 32 588 4
a 32 548 14
a 32 55 11
a 32 528 2
a 32 254 5
a 32 396 19
a 32 137 6
a 32 531 4
a 32 204 5
a 32 667 15
a 32 202 20
a 33 329 15
a 33 590 11
a 33 611 10
a 33 562 12
a 33 271 2
a 33 701 17
a 33 313 11
a 33 466 20
a 33 718 15
a 33 140 5
a 33 327 8
a 33 669 16
a 33 523 1
a 34 697 7
a 34 351 16
a 34 722 3
a 34 176 4
a 34 537 15
a 34 237 6
a 34 116 10
a 34 156 1
a 34 716 3
a 34 588 18
a 34 607 11
a 35 490 2
a 35 169 19
a 35 627 11
a 35 580 12
a 35 67 12
a 35 592 3
a 35 511 14
a 35 84 11
a 35 59 4
a 35 538 11
a 35 599 14
a 35 578 14
a 35 725 18
a 35 347 6
a 36 586 4
a 36 191 9
a 36 639 3
a 36 240 4
a 36 41 14
a 36 110 20
a 36 422 13
a 36 98 4
a 36 747 19
a 36 215 19
a 36 725 10
a 36 545 12
a 36 605 8
a 36 39 12
a 36 220 11
a 36 339 14
a 36 516 13
a 37 690 4
a 37 566 20
a 37 657 17
a 37 427 12
a 37 103 18
a 37 224 11
a 37 421 11
a 37 258 2
a 37 154 9
a 37 515 16
a 37 689 8
a 38 79 18
a 38 244 16
a 38 569 17
a 38 739 19
a 38 43 11
a 38 538 19
a 38 620 7
a 38 214 2
a 38 597 17
a 38 304 14
a 38 190 8
a 38 425 15
a 38 198 2
a 38 605 16
a 38 532 19
a 38 313 1
a 38 169 19
a 38 172 3
a 39 348 7
a 39 401 16
a 39 694 15
a 39 163 20
a 39 476 5
a 39 489 4
a 39 638 8
a 39 709 11
a 39 288 15
a 39 167 12
a 39 751 11
a 39 177 10
a 39 588 9
a 39 433 8
a 39 299 13
a 39 574 5
a 39 473 4
a 40 86 1
a 40 543 12
a 40 669 17
a 40 124 11
a 40 728 15
a 40 192 11
a 40 436 18
a 40 111 2
a 40 107 15
a 40 44 17
a 40 67 16
a 40 516 12
a 40 81 15
a 40 430 14
a 40 350 8
a 40 130 1
a 40 199 16
a 41 705 9
a 41 481 3
a 41 211 3
a 41 176 2
a 41 717 1
a 41 187 2
a 41 273 5
a 41 589 16
a 41 579 18
a 42 127 2
a 42 172 19
a 42 81 7
a 42 428 19
a 42 676 3
a 42 367 11
a 42 270 15
a 42 136 6
a 42 743 2
a 42 79 12
a 42 158 15
a 42 472 11
a 42 615 5
a 42 307 5
a 42 584 18
a 42 162 8
a 42 720 8
a 42 211 6
a 42 302 13
a 42 487 6
a 42 180 14
a 42 727 5
a 42 138 1
a 43 186 12
a 43 730 13
a 43 252 2
a 43 148 17
a 43 98 16
a 43 64 15
a 43 618 12
a 43 100 4
a 43 144 14
a 43 471 8
a 43 652 19
a 43 141 4
a 43 468 1
a 44 583 1
a 44 428 4
a 44 115 3
a 44 498 7
a 44 437 20
a 44 274 11
a 44 48 13
a 44 514 17
a 44 577 8
a 44 320 7
a 44 196 10
a 44 221 10
a 44 447 4
a 44 457 15
a 44 486 8
a 44 646 15
a 44 129 12
a 44 552 12
a 45 666 6
a 45 360 2
a 45 589 10
a 45 509 18
a 45 599 4
a 45 677 20
a 45 306 17
a 45 512 12
a 45 700 1
a 45 498 13
a 45 88 1
a 45 432 16
a 45 99 5
a 46 432 5
a 46 414 6
a 46 528 18
a 46 456 12
a 46 138 8
a 46 365 7
a 46 170 11
a 46 355 8
a 46 493 2
a 46 610 18
a 46 191 11
a 47 519 10
a 47 194 11
a 47 264 6
a 47 667 14
a 47 78 7
a 47 288 9
a 47 628 2
a 47 101 2
a 47 205 20
a 47 219 9
a 48 677 16
a 48 345 4
a 48 662 5
a 48 79 14
a 48 286 14
a 48 244 12
a 48 61 14
a 48 223 6
a 48 486 15
a 48 689 8
a 48 500 8
a 48 392 15
a 48 142 3
a 48 684 13
a 48 344 14
a 48 89 1
a 48 436 10
a 48 55 3
a 48 409 1
a 49 605 5
a 49 493 8
a 49 261 12
a 49 579 13
a 49 477 3
a 49 472 13
a 49 673 17
a 49 704 6
a 49 150 20
a 49 192 9
a 49 127 15
a 49 177 7
a 49 504 1
a 49 61 15
a 49 312 1
a 50 459 19
a 50 248 5
a 50 374 6
a 50 423 14
a 50 666 16
a 50 388 10
a 50 128 4
a 50 230 6
a 50 717 6
a 50 179 17
a 50 469 9
a 50 492 11
a 50 77 3
a 50 126 2
a 50 501 6
a 50 221 14
a 50 108 12
a 51 487 19
a 51 276 20
a 51 271 11
a 51 279 18
a 51 243 1
a 51 310 10
a 51 582 7
a 51 431 7
a 51 563 6
a 51 155 8
a 51 412 8
a 51 687 3
a 51 584 15
a 51 400 5
a 52 699 20
a 52 464 1
a 52 399 8
a 52 576 8
a 52 751 14
a 52 388 15
a 52 278 4
a 52 595 16
a 52 230 10
a 53 466 5
a 53 741 15
a 53 720 5
a 53 353 20
a 53 125 6
a 53 292 19
a 53 708 5
a 53 446 1
a 53 404 3
a 53 693 17
a 53 447 2
a 53 457 9
a 53 271 9
a 53 171 5
a 53 347 3
a 53 246 9
a 53 175 2
a 53 554 18
a 53 88 5
a 53 679 20
a 53 95 8
a 54 228 1
a 54 498 12
a 54 539 6
a 54 224 9
a 54 437 10
a 54 703 9
a 54 82 4
a 54 723 13
a 54 479 12
a 54 87 19
a 54 58 14
a 54 750 6
a 54 704 19
a 54 514 10
a 55 158 3
a 55 611 13
a 55 297 11
a 55 400 17
a 55 647 10
a 55 401 13
a 55 245 11
a 55 279 16
a 55 314 11
a 55 162 19
a 56 734 9
a 56 483 7
a 56 106 6
a 56 185 10
a 56 143 18
a 56 459 11
a 56 383 16
a 56 385 18
a 56 473 1
a 56 129 17
a 56 492 6
a 56 454 6
a 56 209 2
a 56 727 17
a 56 610 10
a 56 229 10
a 56 86 15
a 57 259 15
a 57 290 5
a 57 199 7
a 57 91 19
a 57 409 14
a 57 541 14
a 57 170 15
a 57 543 15
a 57 362 18
a 57 555 18
a 57 357 16
a 57 273 4
a 57 347 16
a 57 312 1
a 57 58 11
a 57 311 13
a 57 188 8
a 57 701 1
a 58 112 8
a 58 565 2
a 58 96 17
a 58 397 16
a 58 651 20
a 58 416 13
a 58 64 10
a 58 143 7
a 58 521 20
a 58 351 6
a 58 683 15
a 58 408 5
a 58 634 10
a 59 310 17
a 59 83 19
a 59 496 13
a 59 388 11
a 59 444 12
a 59 530 16
a 59 596 15
a 59 285 20
a 59 66 19
a 59 728 18
a 59 345 7
a 59 337 8
a 59 476 17
a 59 296 9
a 59 726 7
a 59 475 6
a 59 190 11
a 59 401 2
a 59 456 7
a 59 73 4
a 59 678 5
a 60 736 19
a 60 179 5
a 60 208 18
a 60 622 10
a 60 704 17
a 60 741 19
a 60 205 10
a 60 131 15
a 60 725 2
a 60 737 2
a 60 337 17
a 60 340 20
a 60 411 3
a 61 117 7
a 61 200 13
a 61 627 15
a 61 439 16
a 61 478 19
a 61 211 6
a 61 276 2
a 61 121 14
a 61 746 18
a 61 574 17
a 61 575 15
a 61 651 9
a 61 381 13
a 61 444 2
a 61 641 9
a 61 78 15
a 61 127 5
a 61 94 9
a 61 667 2
a 62 468 11
a 62 413 13
a 62 715 16
a 62 195 11
a 62 229 11
a 62 280 13
a 62 90 17
a 62 359 11
a 62 707 17
a 62 644 17
a 62 587 13
a 63 664 3
a 63 743 19
a 63 247 3
a 63 403 12
a 63 253 7
a 63 196 5
a 63 454 10
a 63 231 12
a 63 702 18
a 63 344 17
a 63 257 15
a 63 674 8
a 63 665 14
a 63 680 4
a 63 648 19
a 63 646 12
a 63 98 2
a 63 100 6
a 64 562 7
a 64 136 20
a 64 157 8
a 64 553 9
a 64 644 20
a 64 240 2
a 64 480 10
a 64 176 5
a 64 280 9
a 64 335 8
a 64 149 20
a 64 607 2
a 64 730 6
a 64 723 14
a 64 322 16
a 64 152 13
a 65 580 9
a 65 326 3
a 65 652 3
a 65 481 4
a 65 345 13
a 65 318 14
a 65 699 11
a 65 745 2
a 65 373 20
a 65 215 2
a 65 547 12
a 65 711 11
a 65 194 19
a 65 450 3
a 65 340 8
a 65 173 2
a 65 190 19
a 65 592 11
a 66 312 20
a 66 459 19
a 66 250 17
a 66 555 17
a 66 378 16
a 66 337 9
a 66 90 4
a 66 751 2
a 66 269 13
a 66 209 13
a 66 79 17
a 66 322 12
a 66 697 20
a 66 404 19
a 66 552 4
a 66 411 3
a 67 115 18
a 67 256 13
a 67 589 20
a 67 716 5
a 67 590 3
a 67 441 6
a 67 88 3
a 68 648 11
a 68 748 2
a 68 699 14
a 68 94 3
a 68 581 6
a 68 383 9
a 68 409 20
a 68 195 10
a 68 155 12
a 68 341 6
a 68 344 2
a 68 568 18
a 68 579 19
a 69 665 8
a 69 657 12
a 69 93 8
a 69 383 5
a 69 506 12
a 69 725 6
a 69 738 6
a 69 740 14
a 69 84 7
a 69 611 20
a 69 259 20
a 69 278 13
a 69 717 4
a 70 661 8
a 70 109 3
a 70 745 13
a 70 128 13
a 70 582 14
a 70 95 17
a 70 149 9
a 70 527 1
a 70 440 2
a 70 539 18
a 70 330 19
a 70 380 19
a 70 161 3
a 70 123 6
a 70 670 9
a 71 261 8
a 71 548 17
a 71 96 7
a 71 161 18
a 71 206 8
a 71 528 10
a 71 107 20
a 71 90 4
a 71 159 5
a 71 452 3
a 71 191 2
a 71 735 20
a 71 497 13
a 72 194 14
a 72 417 18
a 72 328 13
a 72 738 10
a 72 489 9
a 72 275 12
a 72 599 1
a 72 135 7
a 72 729 16
a 72 406 9
a 72 647 3
a 72 561 2
a 72 525 6
a 72 431 15
a 72 451 16
a 72 509 1
a 72 488 14
a 72 87 14
a 72 196 18
a 72 242 14
a 73 609 19
a 73 702 9
a 73 719 12
a 73 233 15
a 73 718 6
a 73 735 4
a 73 592 7
a 73 546 7
a 73 708 1
a 73 300 5
a 73 303 17
a 73 728 1
a 73 176 10
a 73 476 19
a 73 486 17
a 73 211 13
a 73 82 17
a 74 691 20
a 74 155 19
a 74 203 5
a 74 144 6
a 74 365 19
a 74 607 13
a 74 158 8
a 74 354 6
a 74 379 14
a 74 221 17
a 74 210 6
a 74 417 3
a 74 186 14
a 74 700 20
a 74 698 13
a 74 517 7
a 74 428 5
a 74 679 16
a 74 739 1
a 75 245 8
a 75 528 15
a 75 304 8
a 75 744 6
a 75 306 1
a 75 472 11
a 75 499 5
a 75 679 12
a 75 637 11
a 75 634 16
a 75 214 12
a 75 84 11
a 75 108 3
a 76 149 20
a 76 230 6
a 76 330 7
a 76 594 20
a 76 196 5
a 76 126 2
a 76 442 2
a 76 413 8
a 76 576 13
a 76 531 6
a 76 597 14
a 76 156 11
a 76 392 17
a 76 350 15
a 77 315 3
a 77 204 10
a 77 179 12
a 77 613 20
a 77 264 4
a 77 484 5
a 77 358 20
a 77 349 2
a 77 148 2
a 77 637 17
a 77 394 10
a 77 370 16
a 77 346 14
a 77 296 9
a 78 659 17
a 78 254 11
a 78 598 7
a 78 525 6
a 78 198 8
a 78 549 14
a 78 308 5
a 78 685 14
a 78 348 6
a 79 281 1
a 79 655 15
a 79 661 6
a 79 337 17
a 79 214 11
a 79 108 4
a 79 80 11
a 79 422 9
a 79 311 16
a 79 609 1
a 79 651 14
a 79 313 5
a 79 197 13
a 79 717 13
a 80 617 5
a 80 726 3
a 80 251 20
a 80 747 3
a 80 187 15
a 80 492 16
a 80 165 16
a 80 645 2
a 80 493 2
a 80 571 15
a 80 171 19
a 80 392 17
a 80 705 4
a 81 112 7
a 81 599 16
a 81 636 13
a 81 476 12
a 81 710 14
a 81 611 14
a 81 207 10
a 81 635 8
a 81 539 14
a 81 514 2
a 81 456 20
a 81 240 4
a 81 157 3
a 81 433 11
a 81 277 17
a 81 619 9
a 81 458 19
a 82 141 7
a 82 285 2
a 82 471 8
a 82 227 4
a 82 347 19
a 82 124 6
a 82 282 2
a 82 512 16
a 82 495 4
a 82 726 19
a 82 365 11
a 82 204 16
a 83 720 11
a 83 726 18
a 83 531 2
a 83 291 4
a 83 431 6
a 83 571 19
a 83 626 5
a 83 529 16
a 83 439 3
a 83 272 7
a 83 517 20
a 83 99 11
a 83 378 12
a 83 93 6
a 83 655 4
a 83 684 9
a 83 115 10
a 83 114 14
a 84 354 19
a 84 89 11
a 84 705 4
a 84 730 7
a 84 246 12
a 84 88 16
a 84 320 2
a 84 474 3
a 84 344 11
a 84 252 5
a 84 314 12
a 84 301 16
a 84 255 13
a 85 134 4
a 85 153 2
a 85 509 6
a 85 646 8
a 85 136 5
a 85 410 12
a 85 421 2
a 85 215 10
a 85 636 20
a 85 111 6
a 85 607 20
a 85 370 11
a 85 100 20
a 85 492 17
a 86 267 7
a 86 553 9
a 86 101 3
a 86 652 13
a 86 253 17
a 86 247 8
a 86 352 1
a 86 154 5
a 86 438 2
a 86 357 5
a 86 121 4
a 87 153 19
a 87 451 1
a 87 370 8
a 87 615 17
a 87 698 3
a 87 498 2
a 87 416 13
a 87 255 18
a 87 320 5
a 87 145 19
a 87 121 19
a 87 108 19
a 87 591 4
a 87 241 19
a 87 485 2
a 88 393 7
a 88 730 15
a 88 723 9
a 88 260 6
a 88 739 19
a 88 412 6
a 88 173 13
a 88 487 12
a 88 441 12
a 88 323 18
a 88 432 3
a 89 746 8
a 89 562 4
a 89 328 8
a 89 179 17
a 89 449 13
a 89 176 13
a 89 285 16
a 89 642 6
a 89 560 2
a 89 227 9
a 89 405 20
a 89 193 6
a 89 157 8
a 89 385 20
a 89 282 15
a 89 289 12
a 89 402 4
a 89 347 8
a 89 239 12
a 90 126 9
a 90 460 9
a 90 193 11
a 90 223 20
a 90 567 6
a 90 693 18
a 90 123 5
a 90 688 11
a 90 274 10
a 90 737 12
a 90 420 14
a 90 573 6
a 90 594 13
a 90 238 11
a 90 103 20
a 90 220 13
a 90 258 15
a 91 236 11
a 91 338 14
a 91 205 1
a 91 511 7
a 91 545 14
a 91 346 2
a 91 512 7
a 91 537 6
a 91 410 16
a 91 281 3
a 92 424 2
a 92 362 16
a 92 481 3
a 92 609 8
a 92 278 2
a 92 243 6
a 92 172 14
a 92 307 4
a 92 112 9
a 92 355 12
a 92 245 19
a 92 295 18
a 92 293 19
a 93 141 10
a 93 742 15
a 93 560 15
a 93 233 4
a 93 269 1
a 93 371 17
a 93 616 4
a 93 726 10
a 93 316 18
a 93 660 18
a 93 125 11
a 93 648 12
a 93 132 8
a 93 188 12
a 94 223 6
a 94 257 15
a 94 288 7
a 94 464 4
a 94 486 12
a 94 338 7
a 94 112 5
a 94 674 7
a 94 663 7
a 94 605 1
a 94 517 3
a 94 199 15
a 94 126 10
a 94 468 1
a 94 668 3
a 94 643 20
a 95 702 11
a 95 279 17
a 95 185 20
a 95 364 16
a 95 428 18
a 95 446 13
a 96 676 2
a 96 315 5
a 96 157 9
a 96 159 13
a 96 582 7
a 96 271 4
a 96 439 16
a 96 302 16
a 96 426 3
a 96 281 15
a 96 644 5
a 96 389 3
a 96 572 10
a 97 165 1
a 97 546 1
a 97 407 8
a 97 179 2
a 97 687 6
a 97 494 20
a 97 108 9
a 97 562 10
a 97 566 17
a 97 696 3
a 97 692 10
a 97 384 14
a 97 570 17
a 98 532 9
a 98 111 1
a 98 335 20
a 98 438 4
a 98 515 3
a 98 389 12
a 98 716 18
a 98 604 15
a 98 477 18
a 98 107 14
a 98 675 9
a 98 491 16
a 98 481 4
a 99 626 20
a 99 532 15
a 99 437 4
a 99 477 17
a 99 304 19
a 99 458 7
a 99 330 17
a 99 534 14
a 99 206 16
a 99 466 3
a 99 382 7
a 100 117 16
a 100 392 17
a 100 266 19
a 100 113 8
a 100 158 2
a 100 551 11
a 100 684 8
a 100 492 6
a 100 707 4
a 100 360 15
a 100 267 12
a 100 369 12
a 100 276 18
a 100 144 9
a 100 698 4
a 100 445 19
a 100 675 16
a 100 142 10
a 101 118 10
a 101 105 13
a 101 301 16
a 101 630 6
a 101 565 10
a 101 156 5
a 101 664 3
a 101 596 12
a 101 726 14
a 101 639 11
a 101 330 19
a 101 432 19
a 101 311 11
a 102 626 14
a 102 658 1
a 102 145 5
a 102 202 8
a 102 213 2
a 102 491 6
a 102 494 10
a 102 436 12
a 102 147 7
a 102 649 11
a 102 232 14
a 102 155 16
a 102 461 19
a 103 210 5
a 103 725 14
a 103 288 6
a 103 206 5
a 103 353 16
a 103 505 12
a 103 341 14
a 103 670 17
a 103 178 3
a 103 263 2
a 103 224 14
a 103 420 14
a 103 424 19
a 103 592 13
a 103 314 11
a 103 493 12
a 104 211 10
a 104 422 4
a 104 216 7
a 104 174 8
a 104 246 14
a 104 321 20
a 104 416 6
a 104 358 3
a 104 105 17
a 104 448 14
a 104 506 5
a 104 402 3
a 104 193 5
a 104 475 14
a 104 442 11
a 104 609 4
a 105 676 4
a 105 545 7
a 105 389 4
a 105 638 12
a 105 536 19
a 105 367 5
a 105 115 16
a 105 238 18
a 105 155 20
a 105 651 15
a 105 610 14
a 105 552 16
a 105 358 6
a 105 136 2
a 105 489 5
a 105 344 4
a 105 490 10
a 105 264 18
a 105 321 2
a 105 165 1
a 105 147 10
a 105 357 10
a 106 471 14
a 106 290 5
a 106 325 10
a 106 585 16
a 106 144 8
a 106 671 7
a 106 430 8
a 106 168 9
a 106 316 2
a 106 486 6
a 106 494 9
a 106 485 20
a 106 298 16
a 106 641 5
a 106 380 3
a 106 344 7
a 107 419 7
a 107 681 20
a 107 412 3
a 107 429 19
a 107 270 7
a 107 652 5
a 107 324 11
a 107 454 3
a 108 132 2
a 108 170 17
a 108 360 20
a 108 670 13
a 108 131 10
a 108 428 18
a 108 409 17
a 108 301 3
a 108 396 13
a 108 129 14
a 108 607 16
a 109 668 5
a 109 265 19
a 109 454 16
a 109 735 17
a 109 429 15
a 109 275 5
a 109 110 6
a 109 692 1
a 109 278 8
a 109 155 10
a 109 270 14
a 110 177 16
a 110 174 5
a 110 249 18
a 110 509 7
a 110 250 14
a 110 240 9
a 110 189 3
a 110 460 17
a 110 281 13
a 110 231 11
a 110 352 16
a 110 694 12
a 110 643 3
a 110 676 3
a 110 312 6
a 110 410 11
a 110 666 4
a 110 658 8
a 111 673 20
a 111 347 16
a 111 112 8
a 111 346 2
a 111 398 20
a 111 149 20
a 111 182 2
a 112 154 15
a 112 157 10
a 112 123 6
a 112 332 4
a 112 594 16
a 112 592 15
a 112 193 11
a 112 622 12
a 112 470 1
a 112 456 19
a 112 417 4
a 112 511 5
a 112 716 17
a 112 565 11
a 112 673 2
a 112 697 8
a 113 381 13
a 113 484 18
a 113 123 4
a 113 164 15
a 113 319 8
a 113 691 16
a 113 360 2
a 113 246 6
a 113 432 9
a 113 531 18
a 114 589 9
a 114 667 5
a 114 646 5
a 114 213 16
a 114 691 15
a 114 430 6
a 114 678 9
a 114 538 20
a 114 397 4
a 114 718 11
a 114 348 1
a 114 343 7
a 114 135 15
a 114 149 1
a 114 250 1
a 114 497 19
a 115 549 4
a 115 589 2
a 115 672 20
a 115 259 18
a 115 667 12
a 115 346 9
a 115 166 4
a 115 715 14
a 115 656 2
a 115 238 8
a 115 256 7
a 115 196 1
a 115 634 10
a 115 335 2
a 116 589 13
a 116 486 4
a 116 510 2
a 116 561 15
a 116 135 2
a 116 582 1
a 116 690 10
a 116 508 11
a 116 263 16
a 116 411 18
a 116 136 15
a 116 639 10
a 116 207 6
a 116 195 16
a 117 363 3
a 117 199 20
a 117 568 8
a 117 322 15
a 117 615 19
a 117 267 20
a 117 489 12
a 117 341 2
a 117 120 10
a 117 157 18
a 117 295 8
a 117 269 20
a 118 317 14
a 118 339 16
a 118 549 7
a 118 749 7
a 118 461 2
a 118 587 5
a 118 287 1
a 118 693 12
a 118 530 7
a 118 536 7
a 118 542 6
a 119 705 6
a 119 594 11
a 119 683 8
a 119 536 12
a 119 290 10
