c Exponential Line
c 50 x 100 vertices, degree 20, range [0,20]
p max 5002 80446
a 8 1824 3
a 8 200 31999
a 8 1967 2
a 8 1666 7
a 8 199 23845
a 8 188 20143
a 9 1986 2
a 9 1199 330
a 9 1731 7
a 9 164 25997
a 9 179 16280
a 9 942 706
a 9 1842 4
a 9 1767 2
a 9 627 6094
a 9 1436 5
a 9 1098 866
a 9 295 9513
a 9 192 7442
a 9 595 16550
a 9 1012 507
a 9 433 10556
a 9 1265 198
a 9 1799 7
a 9 1411 51
a 9 698 80
a 10 324 5536
a 10 274 2162
a 10 1797 4
a 10 682 4598
a 10 1327 17
a 10 1712 1
a 10 125 482
a 10 1745 4
a 10 466 23647
a 10 293 19559
a 10 499 28322
a 10 116 27757
a 10 297 4314
a 10 427 20946
a 10 1308 125
a 10 1206 73
a 10 204 913
a 10 960 524
a 10 1877 2
a 10 1448 17
a 11 799 2150
a 11 30 8178
a 11 180 7519
a 11 34 28298
a 11 486 7488
a 11 325 28071
a 11 1198 122
a 11 661 4535
a 11 757 937
a 11 1522 21
a 11 166 29335
a 11 36 25825
a 11 1265 43
a 11 451 4415
a 11 304 26478
a 11 1671 11
a 11 56 10203
a 11 478 7392
a 11 1185 391
a 11 462 9906
a 12 1016 192
a 12 194 30834
a 12 1074 236
a 12 1985 1
a 12 1036 607
a 12 1937 1
a 12 1556 1
a 12 638 8361
a 12 540 19188
a 12 112 7901
a 12 815 1347
a 12 1640 12
a 12 1226 143
a 12 493 143
a 12 1115 197
a 12 1998 2
a 12 1205 278
a 12 681 11969
a 12 1776 6
a 12 283 27433
a 13 1498 7
a 13 1865 3
a 13 607 5110
a 13 692 7165
a 13 480 22759
a 13 1385 88
a 13 316 30228
a 13 672 9577
a 13 590 20316
a 13 139 32171
a 13 33 4758
a 13 1638 11
a 13 709 1927
a 13 1708 11
a 13 154 18088
a 13 564 2801
a 13 1299 217
a 13 681 5495
a 13 910 1123
a 13 1774 4
a 14 275 17714
a 14 1279 157
a 14 540 13830
a 14 210 18663
a 14 1276 112
a 14 1752 6
a 14 611 21764
a 14 138 30189
a 14 977 1254
a 14 917 496
a 14 535 21521
a 14 1438 48
a 14 1943 2
a 14 1644 7
a 14 1642 7
a 14 640 13387
a 14 489 20327
a 14 1592 9
a 14 1502 4
a 14 1580 3
a 15 444 23272
a 15 476 29338
a 15 866 1640
a 15 1817 3
a 15 903 1546
a 15 1129 163
a 15 1124 281
a 15 493 20557
a 15 340 14486
a 15 1373 36
a 15 776 5915
a 15 319 6073
a 15 455 32357
a 15 74 12836
a 15 1216 157
a 15 1493 2
a 15 1023 685
a 15 381 19406
a 15 1594 12
a 15 974 1276
a 16 979 653
a 16 70 23755
a 16 1872 3
a 16 313 2224
a 16 949 1221
a 16 576 4676
a 16 582 22849
a 16 246 10068
a 16 146 11636
a 16 440 912
a 16 58 2484
a 16 1602 4
a 16 713 2964
a 16 734 6909
a 16 129 14370
a 16 1634 8
a 16 1039 381
a 16 913 2749
a 16 1378 89
a 16 1886 1
a 17 2011 2
a 17 1574 25
a 17 552 18444
a 17 1655 13
a 17 752 1431
a 17 211 20425
a 17 719 7442
a 17 297 27612
a 17 1416 117
a 17 1868 3
a 17 1801 6
a 17 1223 92
a 17 1952 2
a 17 1644 14
a 17 1888 1
a 17 1239 22
a 17 1843 1
a 17 1477 9
a 17 193 25706
a 17 759 2365
a 18 1372 64
a 18 1164 277
a 18 2009 2
a 18 608 5998
a 18 1516 13
a 18 1109 113
a 18 704 8151
a 18 507 3830
a 18 1850 4
a 18 1188 470
a 18 714 9640
a 18 131 7606
a 18 951 1428
a 18 1036 952
a 18 629 336
a 18 837 3447
a 18 91 22045
a 18 894 3305
a 18 1332 108
a 18 59 19315
a 19 47 7620
a 19 448 25543
a 19 690 12165
a 19 1779 6
a 19 1412 40
a 19 1621 2
a 19 1844 3
a 19 2012 2
a 19 233 5707
a 19 703 7039
a 19 235 21222
a 19 97 504
a 19 621 1355
a 19 1194 424
a 19 1833 4
a 19 1260 83
a 19 149 15499
a 19 1561 1
a 19 487 10076
a 19 1647 5
a 20 733 1652
a 20 1566 28
a 20 1096 73
a 20 1885 1
a 20 992 982
a 20 1669 2
a 20 1605 2
a 20 1268 15
a 20 1119 133
a 20 1443 5
a 20 324 18541
a 20 1560 14
a 20 996 321
a 20 1226 230
a 20 771 6174
a 20 1253 224
a 20 1839 3
a 20 725 1770
a 20 1612 17
a 20 934 1923
a 21 703 977
a 21 1071 468
a 21 485 20784
a 21 431 4537
a 21 659 11443
a 21 965 749
a 21 110 25621
a 21 1369 81
a 21 1565 10
a 21 50 7950
a 21 1587 9
a 21 37 14147
a 21 991 1359
a 21 1622 15
a 21 1549 23
a 21 445 21222
a 21 1125 341
a 21 1923 1
a 21 1785 3
a 21 592 1589
a 22 1519 21
a 22 572 19376
a 22 1024 533
a 22 378 20627
a 22 1048 850
a 22 1434 14
a 22 749 994
a 22 1341 66
a 22 978 936
a 22 967 897
a 22 789 1637
a 22 280 21949
a 22 1382 87
a 22 1946 1
a 22 1771 1
a 22 1247 24
a 22 1652 3
a 22 1876 1
a 22 1061 732
a 22 1208 41
a 23 210 4214
a 23 661 12318
a 23 35 11125
a 23 649 149
a 23 1865 1
a 23 254 26304
a 23 1155 43
a 23 1039 688
a 23 1379 87
a 23 506 22234
a 23 862 3357
a 23 1960 1
a 23 676 13453
a 23 280 21417
a 23 2018 2
a 23 838 3082
a 23 1165 163
a 23 760 5663
a 23 60 1651
a 23 589 19691
a 24 1678 10
a 24 1307 111
a 24 973 1878
a 24 514 32686
a 24 1586 24
a 24 927 1116
a 24 934 17
a 24 1668 1
a 24 1701 4
a 24 1928 2
a 24 1289 172
a 24 1386 99
a 24 180 20260
a 24 75 3879
a 24 883 3746
a 24 1343 50
a 24 1105 92
a 24 1225 35
a 24 53 2221
a 24 1134 419
a 25 241 25899
a 25 1143 31
a 25 290 1680
a 25 1997 2
a 25 726 6542
a 25 84 25952
a 25 895 2474
a 25 963 569
a 25 1295 131
a 25 1541 26
a 25 519 20711
a 25 1985 2
a 25 1987 1
a 25 534 28083
a 25 260 29289
a 25 1487 18
a 25 436 3040
a 25 1063 763
a 25 1964 2
a 25 748 1120
a 26 1360 20
a 26 2001 1
a 26 1912 4
a 26 1098 553
a 26 1227 72
a 26 805 4438
a 26 1211 357
a 26 55 30081
a 26 1390 51
a 26 1750 4
a 26 1817 6
a 26 968 646
a 26 35 28651
a 26 140 15630
a 26 716 9677
a 26 1983 2
a 26 159 32169
a 26 2004 2
a 26 815 2718
a 26 1100 420
a 27 1152 91
a 27 1901 1
a 27 1930 1
a 27 443 26810
a 27 1337 81
a 27 92 26631
a 27 749 5513
a 27 1690 8
a 27 49 23482
a 27 1714 8
a 27 1368 66
a 27 1992 1
a 27 1709 4
a 27 1115 557
a 27 694 4807
a 27 1754 1
a 27 1544 28
a 27 844 515
a 27 854 1498
a 27 433 23942
a 28 267 4099
a 28 1508 3
a 28 1298 15
a 28 1081 179
a 28 1024 883
a 28 1733 6
a 28 751 5226
a 28 1987 1
a 28 468 1147
a 28 143 12023
a 28 1160 447
a 28 1741 6
a 28 1520 21
a 28 277 21197
a 28 737 5051
a 28 1374 47
a 28 1083 92
a 28 1181 131
a 28 2025 1
a 28 1322 72
a 29 846 1659
a 29 1881 3
a 29 1858 3
a 29 1927 3
a 29 1448 51
a 29 427 31755
a 29 366 22362
a 29 1597 18
a 29 792 5052
a 29 605 1656
a 29 345 25163
a 29 570 15148
a 29 1912 1
a 29 478 10941
a 29 382 24521
a 29 829 230
a 29 1308 171
a 29 630 1301
a 29 1322 58
a 29 1860 3
a 30 361 16338
a 30 1500 1
a 30 580 13338
a 30 555 2506
a 30 192 19136
a 30 993 420
a 30 1588 3
a 30 1495 44
a 30 936 1420
a 30 601 7637
a 30 1265 194
a 30 559 1279
a 30 1646 8
a 30 506 16337
a 30 1552 22
a 30 546 10911
a 30 1106 478
a 30 1694 9
a 30 669 12726
a 30 1600 25
a 31 975 1919
a 31 851 1762
a 31 1206 176
a 31 672 14676
a 31 281 13510
a 31 1604 17
a 31 428 16894
a 31 1858 3
a 31 1908 1
a 31 226 2610
a 31 684 1616
a 31 405 31451
a 31 1184 113
a 31 1117 754
a 31 1313 146
a 31 600 5566
a 31 1640 5
a 31 2002 2
a 31 696 1942
a 31 655 1362
a 32 935 1711
a 32 1397 16
a 32 907 3861
a 32 1797 5
a 32 1528 42
a 32 1424 23
a 32 215 16344
a 32 1585 15
a 32 943 253
a 32 812 6760
a 32 807 2170
a 32 455 9790
a 32 543 21578
a 32 1459 50
a 32 301 26123
a 32 64 26822
a 32 1391 19
a 32 2001 1
a 32 1205 69
a 32 1194 440
a 33 1821 3
a 33 1726 7
a 33 1401 97
a 33 734 7676
a 33 200 9221
a 33 840 3059
a 33 1979 1
a 33 992 406
a 33 353 12724
a 33 1520 48
a 33 1238 36
a 33 468 2377
a 33 1793 2
a 33 1257 115
a 33 1942 2
a 33 449 5022
a 33 442 3448
a 33 2001 1
a 33 1796 2
a 33 1946 1
a 34 1062 748
a 34 738 4030
a 34 1647 7
a 34 732 245
a 34 1906 3
a 34 1461 30
a 34 1762 3
a 34 863 215
a 34 1818 5
a 34 231 25129
a 34 2026 1
a 34 1103 54
a 34 703 5689
a 34 1569 1
a 34 1678 13
a 34 2004 1
a 34 1712 1
a 34 521 9509
a 34 359 5546
a 34 960 1644
a 35 631 7129
a 35 215 4473
a 35 59 8611
a 35 273 2743
a 35 859 1757
a 35 626 25784
a 35 1417 101
a 35 400 7214
a 35 738 2259
a 35 1806 3
a 35 1913 1
a 35 1213 207
a 35 478 9488
a 35 937 115
a 35 866 3247
a 35 1008 841
a 35 1508 18
a 35 670 12043
a 35 1829 4
a 35 1749 3
a 36 1472 9
a 36 1526 19
a 36 315 21893
a 36 844 120
a 36 793 3788
a 36 100 19811
a 36 698 1736
a 36 495 6767
a 36 635 23841
a 36 651 12434
a 36 787 6057
a 36 1294 145
a 36 1918 1
a 36 975 1613
a 36 902 549
a 36 904 22
a 36 1540 23
a 36 755 7587
a 36 1878 4
a 36 471 6366
a 37 686 5539
a 37 1850 4
a 37 138 22526
a 37 227 900
a 37 879 1770
a 37 53 3341
a 37 1687 10
a 37 1281 244
a 37 1535 9
a 37 1302 213
a 37 1246 40
a 37 1573 30
a 37 1470 48
a 37 1685 10
a 37 1290 117
a 37 646 14267
a 37 1832 4
a 37 1282 75
a 37 1407 88
a 37 1390 8
a 38 1316 205
a 38 1010 626
a 38 1018 1620
a 38 1617 27
a 38 1588 21
a 38 1249 237
a 38 1431 34
a 38 830 160
a 38 844 3054
a 38 1579 21
a 38 568 11160
a 38 824 5767
a 38 1536 56
a 38 1879 3
a 38 1873 1
a 38 1599 1
a 38 1050 26
a 38 291 1621
a 38 232 20194
a 38 1531 13
a 39 853 3524
a 39 994 1814
a 39 781 3259
a 39 1492 59
a 39 1972 1
a 39 1756 4
a 39 723 3518
a 39 1203 409
a 39 930 1337
a 39 1096 724
a 39 801 3597
a 39 1059 415
a 39 651 4681
a 39 1762 5
a 39 114 2600
a 39 236 10905
a 39 647 4991
a 39 1410 89
a 39 543 10397
a 39 517 2863
a 40 940 3082
a 40 1794 1
a 40 717 822
a 40 719 2145
a 40 1036 1222
a 40 122 5652
a 40 1770 1
a 40 48 8923
a 40 791 5974
a 40 1618 1
a 40 1099 176
a 40 1620 1
a 40 219 7515
a 40 1719 5
a 40 1957 2
a 40 1337 73
a 40 1136 921
a 40 1662 4
a 40 146 15566
a 40 1799 4
a 41 997 291
a 41 204 24751
a 41 1268 70
a 41 1529 25
a 41 593 171
a 41 278 2446
a 41 94 31948
a 41 682 4612
a 41 899 2423
a 41 991 1255
a 41 1857 3
a 41 1133 867
a 41 735 9262
a 41 188 2514
a 41 954 1677
a 41 1511 16
a 41 1833 5
a 41 1916 1
a 41 1958 1
a 41 671 7559
a 42 1490 12
a 42 1394 47
a 42 581 22432
a 42 364 10862
a 42 522 12504
a 42 748 101
a 42 230 11778
a 42 1274 218
a 42 1684 1
a 42 1853 3
a 42 925 2029
a 42 565 3456
a 42 410 8487
a 42 939 325
a 42 1475 45
a 42 1050 910
a 42 1325 140
a 42 257 22277
a 42 1908 3
a 42 1376 53
a 43 679 12650
a 43 966 615
a 43 1297 66
a 43 118 31562
a 43 1042 809
a 43 1903 1
a 43 1818 2
a 43 1420 116
a 43 1179 48
a 43 362 24962
a 43 1168 162
a 43 1991 1
a 43 499 25679
a 43 65 19927
a 43 325 28681
a 43 1340 112
a 43 1865 1
a 43 796 342
a 43 150 28889
a 43 241 1644
a 44 77 17985
a 44 417 30110
a 44 850 3071
a 44 716 15530
a 44 935 259
a 44 292 31021
a 44 426 16698
a 44 1521 42
a 44 157 18167
a 44 2026 2
a 44 574 2207
a 44 1217 357
a 44 1510 44
a 44 688 1582
a 44 155 11294
a 44 744 9659
a 44 332 15432
a 44 1226 230
a 44 398 9321
a 44 1595 22
a 45 1461 19
a 45 1859 2
a 45 317 19886
a 45 756 4694
a 45 466 10269
a 45 532 30272
a 45 1831 6
a 45 1245 80
a 45 436 28075
a 45 164 17828
a 45 143 4361
a 45 1974 2
a 45 1952 1
a 45 1214 269
a 45 1730 3
a 45 672 7268
a 45 61 1332
a 45 1663 11
a 45 1024 319
a 45 2015 2
a 46 540 16081
a 46 808 3645
a 46 1034 1111
a 46 631 3344
a 46 1140 729
a 46 1228 299
a 46 1694 13
a 46 1336 66
a 46 1402 61
a 46 1435 88
a 46 85 13526
a 46 1584 31
a 46 589 15085
a 46 1047 633
a 46 1460 18
a 46 1069 50
a 46 1815 6
a 46 453 17483
a 46 724 9502
a 46 1651 13
a 47 1768 4
a 47 1922 1
a 47 413 21081
a 47 143 21963
a 47 1984 2
a 47 701 5938
a 47 307 7376
a 47 711 10441
a 47 1827 3
a 47 981 256
a 47 1579 23
a 47 1088 373
a 47 816 5748
a 47 127 24809
a 47 1264 168
a 47 1299 114
a 47 1016 879
a 47 1761 3
a 47 1459 61
a 47 916 3400
a 48 190 23718
a 48 715 11744
a 48 1004 630
a 48 756 1437
a 48 1449 52
a 48 1121 355
a 48 1384 22
a 48 929 743
a 48 1146 644
a 48 822 3139
a 48 523 11456
a 48 595 18137
a 48 1789 5
a 48 1542 34
a 48 1107 610
a 48 125 19397
a 48 1389 12
a 48 129 17169
a 48 557 12482
a 48 1251 165
a 49 2037 2
a 49 79 3277
a 49 83 24327
a 49 803 5864
a 49 1702 5
a 49 731 5423
a 49 711 15006
a 49 841 7035
a 49 1155 378
a 49 249 18865
a 49 2029 1
a 49 690 7230
a 49 1353 76
a 49 1945 1
a 49 1219 23
a 49 809 191
a 49 1385 75
a 49 1340 76
a 49 1700 4
a 49 1764 1
a 50 1084 55
a 50 1247 67
a 50 1538 56
a 50 186 3546
a 50 1313 67
a 50 1057 482
a 50 830 1424
a 50 1029 1182
a 50 2006 2
a 50 1640 16
a 50 234 11808
a 50 521 19106
a 50 1272 22
a 50 1996 2
a 50 1322 75
a 50 761 6979
a 50 639 15994
a 50 2041 2
a 50 1730 6
a 50 591 2089
a 51 1497 26
a 51 1473 23
a 51 1617 6
a 51 1773 5
a 51 1353 12
a 51 415 3823
a 51 1823 6
a 51 1744 4
a 51 1249 363
a 51 279 15280
a 51 1653 9
a 51 1656 4
a 51 1542 4
a 51 775 7392
a 51 853 1810
a 51 1316 93
a 51 1080 383
a 51 615 16742
a 51 1424 8
a 51 896 2987
a 52 542 7076
a 52 1803 2
a 52 669 11982
a 52 858 3715
a 52 1498 46
a 52 1040 876
a 52 899 3856
a 52 1183 46
a 52 647 27373
a 52 276 31921
a 52 1786 3
a 52 383 26738
a 52 2034 1
a 52 1777 6
a 52 131 21631
a 52 278 32210
a 52 676 14698
a 52 657 12511
a 52 1207 4
a 52 1392 11
a 53 1955 2
a 53 114 12190
a 53 849 3592
a 53 610 23073
a 53 145 22975
a 53 631 16291
a 53 82 8330
a 53 791 3352
a 53 172 30042
a 53 179 20477
a 53 890 3355
a 53 721 8720
a 53 337 28075
a 53 333 21185
a 53 833 5908
a 53 738 14876
a 53 486 4581
a 53 795 2137
a 53 173 3433
a 53 436 8794
a 54 1881 2
a 54 2048 2
a 54 1676 7
a 54 1570 24
a 54 1694 2
a 54 1138 7
a 54 2053 2
a 54 523 2703
a 54 194 7350
a 54 1750 9
a 54 534 24835
a 54 231 26944
a 54 1060 48
a 54 1958 2
a 54 736 8979
a 54 1118 976
a 54 1108 870
a 54 948 1393
a 54 1294 171
a 54 1545 46
a 55 94 8637
a 55 416 1571
a 55 622 21052
a 55 251 30049
a 55 778 7768
a 55 719 1602
a 55 1930 4
a 55 761 1288
a 55 1245 338
a 55 316 30503
a 55 1438 76
a 55 1933 4
a 55 1466 51
a 55 1182 14
a 55 991 1479
a 55 1218 218
a 55 1746 3
a 55 872 904
a 55 1456 4
a 55 469 18589
a 56 1440 83
a 56 1848 7
a 56 329 19612
a 56 376 24272
a 56 1507 48
a 56 972 1610
a 56 1445 115
a 56 860 2292
a 56 648 10491
a 56 101 894
a 56 1552 19
a 56 613 2258
a 56 2032 2
a 56 876 361
a 56 2019 1
a 56 1588 11
a 56 1462 24
a 56 513 24643
a 56 2024 2
a 56 1515 8
a 57 1246 275
a 57 1757 15
a 57 252 28103
a 57 800 1456
a 57 419 9463
a 57 66 27505
a 57 193 20074
a 57 953 1950
a 57 480 20062
a 57 1626 12
a 57 60 14965
a 57 1048 666
a 57 741 4381
a 57 1360 120
a 57 537 7470
a 57 1716 3
a 57 410 23942
a 57 1105 126
a 57 1316 139
a 57 1699 4
a 58 1162 341
a 58 557 19179
a 58 457 29877
a 58 1928 1
a 58 1570 9
a 58 806 5145
a 58 1790 3
a 58 529 9493
a 58 832 6288
a 58 422 7241
a 58 124 17023
a 58 177 9851
a 58 1108 459
a 58 903 1564
a 58 303 31089
a 58 1789 5
a 58 1208 356
a 58 133 28054
a 58 1611 12
a 58 1588 11
a 59 1952 1
a 59 1777 4
a 59 1977 2
a 59 948 335
a 59 746 3548
a 59 1901 3
a 59 1333 217
a 59 1082 926
a 59 1830 5
a 59 1480 36
a 59 322 29131
a 59 962 51
a 59 1722 2
a 59 943 2184
a 59 917 3027
a 59 1695 10
a 59 239 66
a 59 858 3938
a 59 408 11268
a 59 675 13699
a 60 1723 13
a 60 351 17210
a 60 1522 5
a 60 264 19602
a 60 843 1518
a 60 1054 1404
a 60 335 20387
a 60 691 2621
a 60 1954 4
a 60 1098 238
a 60 1694 9
a 60 901 1661
a 60 704 13079
a 60 520 6641
a 60 1297 126
a 60 1132 107
a 60 238 18424
a 60 671 15527
a 60 551 20998
a 60 1742 3
a 61 890 748
a 61 1602 25
a 61 267 21556
a 61 180 21477
a 61 523 20539
a 61 592 7671
a 61 762 2727
a 61 200 7747
a 61 1041 1585
a 61 566 28597
a 61 2061 2
a 61 349 19568
a 61 1333 115
a 61 849 2670
a 61 643 12936
a 61 237 27099
a 61 483 3761
a 61 120 14399
a 61 1312 155
a 61 1345 60
a 62 274 18155
a 62 1753 7
a 62 1166 468
a 62 200 20124
a 62 996 1164
a 62 256 25437
a 62 855 2014
a 62 1336 223
a 62 611 30876
a 62 456 670
a 62 822 7496
a 62 1097 414
a 62 464 11648
a 62 789 3880
a 62 1128 609
a 62 318 990
a 62 1496 57
a 62 1821 1
a 62 1815 1
a 62 823 5883
a 63 154 2504
a 63 1878 2
a 63 875 27
a 63 1994 2
a 63 533 9365
a 63 112 3819
a 63 731 41
a 63 856 3636
a 63 748 2265
a 63 287 27810
a 63 372 9859
a 63 1017 13
a 63 1930 3
a 63 768 507
a 63 1457 120
a 63 880 851
a 63 2031 2
a 63 1449 19
a 63 498 23744
a 63 925 1522
a 64 1567 10
a 64 193 13856
a 64 1446 88
a 64 820 5155
a 64 751 5046
a 64 1315 29
a 64 1455 38
a 64 1150 526
a 64 148 10884
a 64 252 6479
a 64 1174 394
a 64 1716 2
a 64 2051 1
a 64 706 15261
a 64 1460 101
a 64 741 3873
a 64 635 3566
a 64 905 2989
a 64 477 30863
a 64 131 24278
a 65 784 1576
a 65 1891 3
a 65 1348 206
a 65 211 20830
a 65 1001 470
a 65 146 840
a 65 1137 692
a 65 422 30232
a 65 1656 8
a 65 2040 1
a 65 1376 110
a 65 803 3916
a 65 1067 885
a 65 400 1718
a 65 1402 87
a 65 741 9906
a 65 1317 119
a 65 1200 350
a 65 839 4713
a 65 993 1856
a 66 803 1696
a 66 236 15138
a 66 449 24017
a 66 1145 685
a 66 1468 25
a 66 201 18449
a 66 192 16003
a 66 1344 71
a 66 1270 154
a 66 1675 11
a 66 1609 4
a 66 964 2819
a 66 1305 104
a 66 547 1678
a 66 1840 3
a 66 139 31427
a 66 1929 2
a 66 742 5514
a 66 339 17940
a 66 1712 14
a 67 783 6863
a 67 909 453
a 67 1997 1
a 67 140 22886
a 67 983 557
a 67 1691 5
a 67 1332 77
a 67 959 601
a 67 1109 87
a 67 1925 4
a 67 187 12449
a 67 745 11830
a 67 1736 2
a 67 711 5094
a 67 1126 765
a 67 889 701
a 67 327 27760
a 67 1012 1287
a 67 1352 93
a 67 2061 2
a 68 960 1291
a 68 1903 3
a 68 859 2633
a 68 773 4682
a 68 1853 6
a 68 746 2484
a 68 1476 24
a 68 1836 7
a 68 1834 6
a 68 1481 28
a 68 1174 169
a 68 262 15622
a 68 1093 787
a 68 1469 5
a 68 1154 431
a 68 992 1013
a 68 947 1755
a 68 1978 1
a 68 1153 518
a 68 698 622
a 69 1511 23
a 69 2058 2
a 69 624 17261
a 69 897 3219
a 69 1090 383
a 69 144 26386
a 69 1309 165
a 69 1857 2
a 69 884 2628
a 69 1548 59
a 69 702 2084
a 69 1878 2
a 69 626 18510
a 69 409 7057
a 69 1054 276
a 69 360 30105
a 69 388 16322
a 69 889 3379
a 69 670 13643
a 69 508 16799
a 70 1655 15
a 70 78 15276
a 70 1578 31
a 70 195 6267
a 70 1441 54
a 70 809 5732
a 70 322 32677
a 70 2030 1
a 70 482 8473
a 70 1083 262
a 70 1832 5
a 70 727 14856
a 70 486 30413
a 70 2005 2
a 70 662 1791
a 70 1134 802
a 70 184 24959
a 70 1258 338
a 70 1649 7
a 70 414 10952
a 71 1481 25
a 71 334 8523
a 71 455 20667
a 71 512 25740
a 71 1577 31
a 71 566 26633
a 71 1479 50
a 71 1544 15
a 71 1591 9
a 71 642 490
a 71 464 21230
a 71 2025 2
a 71 523 11515
a 71 1964 4
a 71 1179 159
a 71 801 3360
a 71 575 5472
a 71 1541 30
a 71 833 2415
a 71 604 28608
a 72 1704 4
a 72 992 1141
a 72 1833 1
a 72 1906 2
a 72 539 30948
a 72 1227 397
a 72 1525 31
a 72 1461 94
a 72 429 19843
a 72 118 9723
a 72 390 24217
a 72 115 16470
a 72 702 8383
a 72 1760 4
a 72 1459 95
a 72 1332 159
a 72 1164 603
a 72 778 2341
a 72 1626 2
a 72 233 6739
a 73 453 4347
a 73 1550 49
a 73 1625 17
a 73 1174 244
a 73 286 1431
a 73 1074 446
a 73 1849 2
a 73 738 8264
a 73 767 12947
a 73 940 2787
a 73 1228 188
a 73 1038 267
a 73 866 7333
a 73 245 11435
a 73 694 8273
a 73 1408 40
a 73 1191 362
a 73 700 3790
a 73 1388 66
a 73 1450 86
a 74 1989 2
a 74 392 28682
a 74 192 17158
a 74 254 5231
a 74 475 28403
a 74 1366 18
a 74 1444 114
a 74 573 1884
a 74 1405 107
a 74 1536 35
a 74 1066 1739
a 74 536 17982
a 74 1198 310
a 74 1907 2
a 74 1666 20
a 74 367 7029
a 74 686 6243
a 74 1393 81
a 74 2056 2
a 74 1912 4
a 75 1751 1
a 75 606 22717
a 75 816 5856
