c Square Mesh
c 11 x 11 vertices, 11 degree, range [0,11]
p max 123 1177
a 21 33 10
a 21 32 10
a 22 43 4
a 22 42 8
a 22 41 11
a 22 40 8
a 22 39 6
a 22 38 11
a 22 37 2
a 22 36 11
a 22 35 11
a 22 34 4
a 22 33 10
a 23 44 2
a 23 43 11
a 23 42 6
a 23 41 4
a 23 40 6
a 23 39 2
a 23 38 10
a 23 37 4
a 23 36 9
a 23 35 10
a 23 34 3
a 24 45 7
a 24 44 6
a 24 43 11
a 24 42 6
a 24 41 6
a 24 40 9
a 24 39 5
a 24 38 10
a 24 37 6
a 24 36 2
a 24 35 8
a 25 46 9
a 25 45 8
a 25 44 2
a 25 43 5
a 25 42 10
a 25 41 11
a 25 40 3
a 25 39 7
a 25 38 9
a 25 37 1
a 25 36 3
a 26 47 5
a 26 46 3
a 26 45 8
a 26 44 9
a 26 43 5
a 26 42 2
a 26 41 1
a 26 40 7
a 26 39 5
a 26 38 11
a 26 37 3
a 27 48 1
a 27 47 10
a 27 46 11
a 27 45 4
a 27 44 4
a 27 43 9
a 27 42 8
a 27 41 5
a 27 40 3
a 27 39 5
a 27 38 10
a 28 49 1
a 28 48 1
a 28 47 10
a 28 46 9
a 28 45 7
a 28 44 11
a 28 43 7
a 28 42 1
a 28 41 5
a 28 40 4
a 28 39 9
a 29 50 6
a 29 49 3
a 29 48 7
a 29 47 9
a 29 46 5
a 29 45 4
a 29 44 2
a 29 43 1
a 29 42 8
a 29 41 4
a 29 40 10
a 30 51 1
a 30 50 4
a 30 49 11
a 30 48 5
a 30 47 3
a 30 46 3
a 30 45 5
a 30 44 10
a 30 43 6
a 30 42 9
a 30 41 6
a 31 52 2
a 31 51 6
a 31 50 1
a 31 49 9
a 31 48 8
a 31 47 7
a 31 46 3
a 31 45 1
a 31 44 3
a 31 43 11
a 31 42 1
a 32 53 2
a 32 52 10
a 32 51 1
a 32 50 3
a 32 49 11
a 32 48 9
a 32 47 9
a 32 46 6
a 32 45 4
a 32 44 3
a 32 43 3
a 33 54 1
a 33 53 8
a 33 52 4
a 33 51 2
a 33 50 2
a 33 49 7
a 33 48 7
a 33 47 11
a 33 46 1
a 33 45 1
a 33 44 2
a 34 55 9
a 34 54 2
a 34 53 3
a 34 52 6
a 34 51 2
a 34 50 5
a 34 49 9
a 34 48 9
a 34 47 9
a 34 46 10
a 34 45 8
a 35 56 3
a 35 55 5
a 35 54 9
a 35 53 8
a 35 52 5
a 35 51 6
a 35 50 7
a 35 49 3
a 35 48 1
a 35 47 11
a 35 46 6
a 36 57 6
a 36 56 11
a 36 55 7
a 36 54 6
a 36 53 11
a 36 52 5
a 36 51 2
a 36 50 6
a 36 49 9
a 36 48 9
a 36 47 9
a 37 58 10
a 37 57 9
a 37 56 8
a 37 55 8
a 37 54 3
a 37 53 9
a 37 52 8
a 37 51 9
a 37 50 4
a 37 49 1
a 37 48 7
a 38 59 1
a 38 58 5
a 38 57 11
a 38 56 7
a 38 55 4
a 38 54 8
a 38 53 9
a 38 52 5
a 38 51 6
a 38 50 6
a 38 49 8
a 39 60 9
a 39 59 2
a 39 58 11
a 39 57 4
a 39 56 8
a 39 55 3
a 39 54 8
a 39 53 7
a 39 52 5
a 39 51 9
a 39 50 11
a 40 61 8
a 40 60 11
a 40 59 1
a 40 58 8
a 40 57 11
a 40 56 6
a 40 55 5
a 40 54 10
a 40 53 6
a 40 52 3
a 40 51 5
a 41 62 1
a 41 61 5
a 41 60 10
a 41 59 4
a 41 58 10
a 41 57 7
a 41 56 1
a 41 55 4
a 41 54 3
a 41 53 8
a 41 52 3
a 42 63 3
a 42 62 10
a 42 61 1
a 42 60 11
a 42 59 9
a 42 58 11
a 42 57 4
a 42 56 4
a 42 55 10
a 42 54 10
a 42 53 11
a 43 64 9
a 43 63 4
a 43 62 11
a 43 61 4
a 43 60 5
a 43 59 3
a 43 58 2
a 43 57 10
a 43 56 3
a 43 55 1
a 43 54 3
a 44 65 7
a 44 64 6
a 44 63 2
a 44 62 2
a 44 61 8
a 44 60 4
a 44 59 7
a 44 58 9
a 44 57 11
a 44 56 8
a 44 55 7
a 45 66 1
a 45 65 9
a 45 64 4
a 45 63 7
a 45 62 6
a 45 61 4
a 45 60 11
a 45 59 10
a 45 58 11
a 45 57 7
a 45 56 10
a 46 67 3
a 46 66 3
a 46 65 6
a 46 64 9
a 46 63 3
a 46 62 7
a 46 61 9
a 46 60 9
a 46 59 8
a 46 58 10
a 46 57 10
a 47 68 10
a 47 67 4
a 47 66 10
a 47 65 10
a 47 64 11
a 47 63 11
a 47 62 10
a 47 61 10
a 47 60 7
a 47 59 9
a 47 58 1
a 48 69 2
a 48 68 6
a 48 67 5
a 48 66 9
a 48 65 3
a 48 64 5
a 48 63 1
a 48 62 6
a 48 61 10
a 48 60 5
a 48 59 5
a 49 70 2
a 49 69 5
a 49 68 6
a 49 67 6
a 49 66 1
a 49 65 6
a 49 64 4
a 49 63 2
a 49 62 3
a 49 61 7
a 49 60 7
a 50 71 2
a 50 70 5
a 50 69 5
a 50 68 5
a 50 67 10
a 50 66 4
a 50 65 9
a 50 64 1
a 50 63 5
a 50 62 5
a 50 61 11
a 51 72 6
a 51 71 10
a 51 70 6
a 51 69 4
a 51 68 7
a 51 67 2
a 51 66 6
a 51 65 3
a 51 64 11
a 51 63 7
a 51 62 4
a 52 73 1
a 52 72 4
a 52 71 2
a 52 70 8
a 52 69 10
a 52 68 7
a 52 67 9
a 52 66 10
a 52 65 3
a 52 64 3
a 52 63 1
a 53 74 7
a 53 73 3
a 53 72 8
a 53 71 2
a 53 70 4
a 53 69 6
a 53 68 10
a 53 67 5
a 53 66 3
a 53 65 11
a 53 64 7
a 54 75 10
a 54 74 1
a 54 73 9
a 54 72 2
a 54 71 11
a 54 70 1
a 54 69 4
a 54 68 1
a 54 67 8
a 54 66 7
a 54 65 4
a 55 76 9
a 55 75 10
a 55 74 9
a 55 73 1
a 55 72 5
a 55 71 5
a 55 70 4
a 55 69 8
a 55 68 11
a 55 67 11
a 55 66 2
a 56 77 10
a 56 76 2
a 56 75 5
a 56 74 11
a 56 73 6
a 56 72 11
a 56 71 2
a 56 70 3
a 56 69 1
a 56 68 2
a 56 67 3
a 57 78 9
a 57 77 5
a 57 76 8
a 57 75 3
a 57 74 5
a 57 73 4
a 57 72 2
a 57 71 10
a 57 70 7
a 57 69 10
a 57 68 6
a 58 79 9
a 58 78 11
a 58 77 11
a 58 76 10
a 58 75 2
a 58 74 3
a 58 73 2
a 58 72 3
a 58 71 10
a 58 70 8
a 58 69 6
a 59 80 9
a 59 79 9
a 59 78 1
a 59 77 2
a 59 76 1
a 59 75 9
a 59 74 7
a 59 73 1
a 59 72 10
a 59 71 4
a 59 70 4
a 60 81 6
a 60 80 6
a 60 79 4
a 60 78 9
a 60 77 7
a 60 76 8
a 60 75 9
a 60 74 2
a 60 73 5
a 60 72 8
a 60 71 4
a 61 82 5
a 61 81 6
a 61 80 6
a 61 79 9
a 61 78 1
a 61 77 10
a 61 76 6
a 61 75 3
a 61 74 6
a 61 73 8
a 61 72 6
a 62 83 6
a 62 82 4
a 62 81 6
a 62 80 6
a 62 79 1
a 62 78 11
a 62 77 7
a 62 76 10
a 62 75 5
a 62 74 10
a 62 73 9
a 63 84 11
a 63 83 5
a 63 82 3
a 63 81 11
a 63 80 6
a 63 79 5
a 63 78 2
a 63 77 3
a 63 76 5
a 63 75 9
a 63 74 5
a 64 85 9
a 64 84 6
a 64 83 10
a 64 82 3
a 64 81 6
a 64 80 1
a 64 79 5
a 64 78 7
a 64 77 11
a 64 76 3
a 64 75 9
a 65 86 4
a 65 85 11
a 65 84 7
a 65 83 9
a 65 82 8
a 65 81 7
a 65 80 3
a 65 79 8
a 65 78 2
a 65 77 8
a 65 76 5
a 66 87 9
a 66 86 4
a 66 85 3
a 66 84 9
a 66 83 1
a 66 82 11
a 66 81 7
a 66 80 1
a 66 79 11
a 66 78 10
a 66 77 11
a 67 88 6
a 67 87 2
a 67 86 3
a 67 85 8
a 67 84 1
a 67 83 10
a 67 82 3
a 67 81 1
a 67 80 7
a 67 79 2
a 67 78 10
a 68 89 11
a 68 88 6
a 68 87 1
a 68 86 5
a 68 85 7
a 68 84 11
a 68 83 4
a 68 82 5
a 68 81 3
a 68 80 4
a 68 79 7
a 69 90 6
a 69 89 10
a 69 88 1
a 69 87 2
a 69 86 3
a 69 85 8
a 69 84 10
a 69 83 1
a 69 82 1
a 69 81 2
a 69 80 9
a 70 91 10
a 70 90 8
a 70 89 5
a 70 88 11
a 70 87 3
a 70 86 6
a 70 85 6
a 70 84 6
a 70 83 9
a 70 82 5
a 70 81 6
a 71 92 8
a 71 91 3
a 71 90 10
a 71 89 4
a 71 88 9
a 71 87 4
a 71 86 8
a 71 85 5
a 71 84 9
a 71 83 2
a 71 82 10
a 72 93 3
a 72 92 10
a 72 91 7
a 72 90 10
a 72 89 4
a 72 88 6
a 72 87 7
a 72 86 11
a 72 85 2
a 72 84 9
a 72 83 7
a 73 94 11
a 73 93 2
a 73 92 10
a 73 91 3
a 73 90 7
a 73 89 4
a 73 88 2
a 73 87 5
a 73 86 7
a 73 85 1
a 73 84 9
a 74 95 7
a 74 94 5
a 74 93 5
a 74 92 8
a 74 91 1
a 74 90 2
a 74 89 3
a 74 88 7
a 74 87 8
a 74 86 9
a 74 85 1
a 75 96 6
a 75 95 6
a 75 94 5
a 75 93 3
a 75 92 8
a 75 91 5
a 75 90 11
a 75 89 9
a 75 88 10
a 75 87 6
a 75 86 8
a 76 97 6
a 76 96 4
a 76 95 11
a 76 94 4
a 76 93 6
a 76 92 5
a 76 91 2
a 76 90 2
a 76 89 10
a 76 88 7
a 76 87 6
a 77 98 10
a 77 97 11
a 77 96 4
a 77 95 4
a 77 94 1
a 77 93 6
a 77 92 6
a 77 91 2
a 77 90 1
a 77 89 2
a 77 88 1
a 78 99 8
a 78 98 10
a 78 97 11
a 78 96 9
a 78 95 5
a 78 94 3
a 78 93 2
a 78 92 7
a 78 91 10
a 78 90 10
a 78 89 5
a 79 100 10
a 79 99 6
a 79 98 3
a 79 97 1
a 79 96 6
a 79 95 1
a 79 94 9
a 79 93 7
a 79 92 11
a 79 91 4
a 79 90 3
a 80 101 4
a 80 100 9
a 80 99 9
a 80 98 1
a 80 97 1
a 80 96 7
a 80 95 1
a 80 94 10
a 80 93 7
a 80 92 11
a 80 91 4
a 81 102 1
a 81 101 3
a 81 100 3
a 81 99 2
a 81 98 10
a 81 97 3
a 81 96 3
a 81 95 6
a 81 94 11
a 81 93 11
a 81 92 3
a 82 103 5
a 82 102 7
a 82 101 1
a 82 100 5
a 82 99 7
a 82 98 5
a 82 97 6
a 82 96 1
a 82 95 9
a 82 94 4
a 82 93 6
a 83 104 1
a 83 103 11
a 83 102 9
a 83 101 9
a 83 100 4
a 83 99 10
a 83 98 3
a 83 97 2
a 83 96 8
a 83 95 1
a 83 94 11
a 84 105 1
a 84 104 9
a 84 103 7
a 84 102 10
a 84 101 4
a 84 100 5
a 84 99 2
a 84 98 10
a 84 97 7
a 84 96 3
a 84 95 7
a 85 106 2
a 85 105 11
a 85 104 3
a 85 103 5
a 85 102 7
a 85 101 6
a 85 100 3
a 85 99 1
a 85 98 7
a 85 97 3
a 85 96 4
a 86 107 9
a 86 106 4
a 86 105 11
a 86 104 7
a 86 103 2
a 86 102 9
a 86 101 2
a 86 100 9
a 86 99 8
a 86 98 10
a 86 97 7
a 87 108 6
a 87 107 4
a 87 106 2
a 87 105 4
a 87 104 8
a 87 103 2
a 87 102 5
a 87 101 4
a 87 100 6
a 87 99 1
a 87 98 3
a 88 109 10
a 88 108 3
a 88 107 10
a 88 106 9
a 88 105 4
a 88 104 8
a 88 103 11
a 88 102 7
a 88 101 7
a 88 100 4
a 88 99 5
a 89 110 5
a 89 109 9
a 89 108 8
a 89 107 7
a 89 106 5
a 89 105 6
a 89 104 8
a 89 103 10
a 89 102 8
a 89 101 3
a 89 100 6
a 90 111 7
a 90 110 6
a 90 109 7
a 90 108 2
a 90 107 8
a 90 106 6
a 90 105 6
a 90 104 10
a 90 103 11
a 90 102 2
a 90 101 4
a 91 112 3
a 91 111 5
a 91 110 7
a 91 109 7
a 91 108 10
a 91 107 4
a 91 106 5
a 91 105 8
a 91 104 5
a 91 103 1
a 91 102 7
a 92 113 4
a 92 112 7
a 92 111 8
a 92 110 7
a 92 109 1
a 92 108 8
a 92 107 10
a 92 106 3
a 92 105 7
a 92 104 10
a 92 103 8
a 93 114 4
a 93 113 1
a 93 112 7
a 93 111 4
a 93 110 8
a 93 109 5
a 93 108 2
a 93 107 8
a 93 106 11
a 93 105 5
a 93 104 11
a 94 115 6
a 94 114 11
a 94 113 6
a 94 112 4
a 94 111 4
a 94 110 3
a 94 109 5
a 94 108 11
a 94 107 10
a 94 106 11
a 94 105 6
a 95 116 4
a 95 115 2
a 95 114 4
a 95 113 11
a 95 112 10
a 95 111 11
a 95 110 6
a 95 109 10
a 95 108 6
a 95 107 9
a 95 106 9
a 96 117 4
a 96 116 6
a 96 115 4
a 96 114 3
a 96 113 3
a 96 112 11
a 96 111 6
a 96 110 1
a 96 109 8
a 96 108 9
a 96 107 8
a 97 118 8
a 97 117 6
a 97 116 7
a 97 115 1
a 97 114 7
a 97 113 2
a 97 112 2
a 97 111 10
a 97 110 3
a 97 109 11
a 97 108 9
a 98 119 1
a 98 118 2
a 98 117 1
a 98 116 11
a 98 115 3
a 98 114 8
a 98 113 11
a 98 112 5
a 98 111 6
a 98 110 6
a 98 109 6
a 99 120 1
a 99 119 3
a 99 118 11
a 99 117 4
a 99 116 3
a 99 115 5
a 99 114 11
a 99 113 8
a 99 112 5
a 99 111 5
a 99 110 10
a 100 121 8
a 100 120 4
a 100 119 11
a 100 118 1
a 100 117 7
a 100 116 8
a 100 115 3
a 100 114 1
a 100 113 11
a 100 112 10
a 100 111 3
a 101 122 6
a 101 121 7
a 101 120 9
a 101 119 7
a 101 118 11
a 101 117 2
a 101 116 2
a 101 115 1
a 101 114 11
a 101 113 5
a 101 112 10
a 102 122 10
a 102 121 10
a 102 120 8
a 102 119 6
a 102 118 9
a 102 117 10
a 102 116 3
a 102 115 1
a 102 114 10
a 102 113 3
a 103 122 10
a 103 121 1
a 103 120 7
a 103 119 6
a 103 118 6
a 103 117 1
a 103 116 4
a 103 115 7
a 103 114 2
a 104 122 4
a 104 121 1
a 104 120 3
a 104 119 8
a 104 118 3
a 104 117 3
a 104 116 9
a 104 115 9
a 105 122 3
a 105 121 7
a 105 120 3
a 105 119 5
a 105 118 8
a 105 117 6
a 105 116 10
a 106 122 11
a 106 121 11
a 106 120 5
a 106 119 4
a 106 118 9
a 106 117 2
a 107 122 1
a 107 121 2
a 107 120 10
a 107 119 11
a 107 118 5
a 108 122 2
a 108 121 1
a 108 120 4
a 108 119 2
a 109 122 2
a 109 121 4
a 109 120 10
a 110 122 3
a 110 121 1
a 111 122 8
a 112 123 33
a 113 123 33
a 114 123 33
a 115 123 33
a 116 123 33
a 117 123 33
a 118 123 33
a 119 123 33
a 120 123 33
a 121 123 33
a 122 123 33
