c Exponential Line
c 10 x 20 vertices, degree 20, range [0,20]
p max 202 1004
a 12 168 1064
a 12 142 10372
a 12 134 655
a 12 167 4612
a 12 182 516
a 12 145 3754
a 12 170 6095
a 13 200 211
a 13 130 19559
a 13 115 28322
a 13 128 27757
a 13 148 4314
a 13 69 20946
a 13 102 1833
a 13 119 10809
a 13 30 913
a 13 111 20054
a 13 163 7750
a 14 169 7392
a 14 39 17959
a 14 68 9906
a 14 54 18788
a 14 74 14019
a 14 59 2169
a 14 81 28023
a 14 65 4475
a 14 176 502
a 14 159 5375
a 14 96 20650
a 15 179 2626
a 15 189 3186
a 15 193 194
a 15 86 4803
a 15 175 7628
a 15 150 13589
a 15 130 8481
a 15 30 3103
a 15 93 13986
a 15 41 17193
a 16 103 236
a 16 39 29171
a 16 159 6459
a 16 109 30975
a 16 198 931
a 17 84 20316
a 17 189 923
a 17 194 852
a 17 143 9011
a 17 37 1927
a 17 42 31061
a 17 112 18088
a 17 158 2801
a 17 168 7529
a 17 103 21120
a 17 114 28465
a 17 178 1019
a 17 129 25485
a 17 51 23852
a 18 181 1265
a 18 121 1276
a 18 139 10196
a 18 48 13262
a 18 46 3738
a 18 93 24597
a 18 62 124
a 19 120 1201
a 19 71 11478
a 19 160 5196
a 19 183 554
a 19 144 1954
a 19 31 18959
a 19 136 17714
a 20 161 1627
a 20 49 23217
a 20 81 20557
a 20 71 14486
a 20 108 18824
a 20 98 29351
a 20 178 6073
a 20 60 32357
a 20 79 12836
a 21 154 2484
a 21 181 2608
a 21 187 2964
a 21 151 6908
a 21 45 14370
a 21 63 21458
a 21 134 16973
a 21 39 6655
a 21 118 29735
a 21 183 3585
a 21 93 16963
a 21 159 12054
a 21 148 14231
a 21 179 6673
a 22 28 25706
a 22 49 10177
a 22 44 1994
a 22 198 1651
a 22 177 3099
a 22 165 1638
a 22 161 12735
a 22 71 12194
a 22 90 22702
a 22 58 22280
a 22 134 17399
a 23 137 20041
a 23 64 23832
a 23 67 13170
a 23 176 7260
a 23 48 28113
a 23 101 14933
a 23 35 1018
a 23 79 611
a 23 37 12819
a 23 172 4449
a 23 186 876
a 24 128 25562
a 24 89 29557
a 24 30 17550
a 24 83 5998
a 24 69 29293
a 24 139 20609
a 24 178 340
a 24 113 3830
a 25 101 5707
a 25 110 22664
a 25 54 21222
a 25 185 504
a 25 27 32605
a 25 103 23848
a 25 66 6288
a 25 155 9346
a 25 93 15499
a 25 53 18787
a 26 32 22914
a 26 59 17865
a 26 140 2972
a 26 46 13649
a 26 191 1867
a 26 198 3436
a 27 29 17104
a 27 73 29902
a 27 168 6328
a 27 93 28571
a 27 147 25088
a 27 90 27153
a 27 197 1037
a 28 89 27068
a 28 171 749
a 28 92 25621
a 28 38 21431
a 28 172 5032
a 28 117 7950
a 28 176 691
a 28 57 14147
a 28 44 20889
a 28 198 2613
a 28 29 1759
a 28 52 21222
a 29 148 8076
a 29 185 7719
a 29 174 2341
a 29 189 1704
a 29 178 2961
a 29 54 9497
a 29 59 22550
a 29 65 31002
a 29 166 4731
a 30 45 21016
a 30 67 1356
a 30 196 953
a 30 124 30839
a 30 35 23937
a 30 60 6653
a 30 57 8257
a 30 173 5995
a 31 40 27110
a 31 125 4214
a 31 66 12318
a 31 94 11125
a 31 82 149
a 31 122 14257
a 31 43 26304
a 32 86 32686
a 32 115 12393
a 32 181 3069
a 32 122 9782
a 32 135 21946
a 32 142 30004
a 32 76 23972
a 32 109 22620
a 32 97 19009
a 32 194 730
a 32 188 3879
a 32 83 19370
a 32 91 3832
a 32 151 6924
a 32 33 5403
a 32 61 2221
a 33 92 30213
a 33 171 3040
a 33 103 18331
a 33 127 7816
a 33 142 24556
a 33 44 16216
a 33 147 15118
a 34 167 9560
a 34 114 29
a 34 150 21364
a 34 176 1724
a 34 119 15791
a 34 120 12942
a 34 117 10009
a 34 123 26114
a 35 152 7517
a 35 116 6817
a 35 145 8827
a 35 65 8406
a 35 112 29422
a 35 61 7865
a 35 189 3244
a 35 103 1529
a 35 169 11043
a 35 36 12250
a 36 60 26631
a 36 199 1607
a 36 52 1013
a 36 146 23482
a 36 101 24308
a 36 99 31908
a 36 58 5603
a 36 123 9319
a 36 177 4457
a 36 118 4807
a 36 163 11907
a 37 142 17660
a 37 77 10867
a 37 150 27919
a 37 183 2988
a 37 131 18239
a 37 122 7480
a 37 47 25270
a 37 152 1053
a 38 117 8763
a 38 131 4576
a 38 46 28316
a 38 61 541
a 38 197 6071
a 38 125 20449
a 38 137 18353
a 39 95 8715
a 39 180 7523
a 39 160 774
a 39 165 505
a 39 89 22362
a 39 56 793
a 40 190 2714
a 40 165 712
a 40 146 19738
a 40 75 10911
a 40 169 7301
a 40 56 14334
a 40 116 28351
a 40 156 674
a 40 104 331
a 40 187 1846
a 41 123 7573
a 41 50 28397
a 41 46 23827
a 41 179 9877
a 41 147 8195
a 41 78 28653
a 41 120 18374
a 42 117 13162
a 42 136 15590
a 42 58 9574
a 42 186 4072
a 42 62 30301
a 43 104 25606
a 43 146 9790
a 43 118 21578
a 43 66 25548
a 43 154 26123
a 43 75 26822
a 44 49 18701
a 44 79 8167
a 44 68 26807
a 44 60 5946
a 44 53 959
a 44 117 4320
a 44 126 29487
a 45 66 19678
a 45 64 6487
a 45 194 4325
a 45 177 8926
a 45 178 3866
a 45 138 23857
a 46 59 22502
a 46 174 5689
a 46 75 26444
a 46 124 24238
a 46 90 30239
a 47 90 2238
a 47 149 8824
a 47 78 16591
a 47 161 1382
a 47 197 6553
a 47 159 703
a 47 98 25771
a 48 135 24866
a 48 62 14868
a 48 100 3504
a 48 177 5094
a 48 119 5842
a 48 159 18435
a 48 91 7129
a 48 72 4473
a 49 125 23841
a 49 57 12434
a 49 113 29493
a 49 108 8929
a 49 107 26049
a 49 188 13331
a 50 115 19813
a 50 59 16101
a 50 98 190
a 50 103 26842
a 50 95 22016
a 50 179 12025
a 50 186 7619
a 51 135 2786
a 51 177 248
a 51 151 1841
a 51 192 211
a 51 196 1561
a 51 183 9387
a 51 171 28253
a 51 149 6194
a 51 52 7493
a 51 126 5539
a 52 129 10381
a 52 73 9073
a 52 126 12925
a 52 130 3450
a 52 63 160
a 52 58 26490
a 52 182 4794
a 53 170 20616
a 53 144 15461
a 53 176 10397
a 53 128 2863
a 53 157 6814
a 53 131 4955
a 54 76 27578
a 54 160 25059
a 54 104 13580
a 54 137 10179
a 54 95 15679
a 54 191 9917
a 54 159 7297
a 55 99 2145
a 55 64 10987
a 55 155 5652
a 55 137 6749
a 55 185 8923
a 55 63 5974
a 56 109 8395
a 56 114 23184
a 56 169 16956
a 56 174 28163
a 56 103 31227
a 57 140 17642
a 57 191 561
a 57 103 4883
a 57 198 5087
a 57 136 16368
a 57 119 8897
a 57 171 27433
a 57 155 27008
a 58 119 22107
a 58 73 14198
a 58 87 12456
a 58 145 29083
a 58 125 22432
a 58 81 10862
a 58 105 12504
a 58 197 99
a 58 138 11778
a 58 90 29254
a 59 148 14802
a 59 103 6451
a 59 182 10054
a 59 113 19927
a 59 134 28681
a 59 115 4748
a 59 81 13233
a 59 156 8154
a 60 190 11266
a 60 171 8248
a 60 134 4382
a 60 106 13477
a 60 177 2113
a 60 116 9982
a 61 156 21618
a 61 68 28979
a 61 155 11970
a 61 120 17985
a 61 182 14485
a 61 94 14789
a 61 67 15530
a 62 148 4361
a 62 83 14508
a 62 149 23187
a 62 181 13445
a 62 160 8388
a 62 147 7268
a 62 78 1332
a 63 102 16585
a 63 70 13094
a 63 68 3182
a 63 175 398
a 63 95 13290
a 63 138 7356
a 64 121 13714
a 64 171 21412
a 64 137 14869
a 64 169 16081
a 64 130 27081
a 64 158 22594
a 65 146 17833
a 65 101 5603
a 65 186 9157
a 65 161 13560
a 65 199 9184
a 65 145 4072
a 65 82 5726
a 65 117 18456
a 66 141 23589
a 66 143 4142
a 66 147 20667
a 66 175 22956
a 66 69 708
a 66 152 23401
a 66 107 11073
a 67 182 22641
a 67 185 5304
a 67 86 21896
a 67 116 3170
a 67 180 12760
a 67 89 3336
a 67 80 13291
a 67 149 17651
a 68 152 15006
a 68 98 30471
a 68 102 4770
a 68 121 18865
a 69 140 29034
a 69 91 27197
a 69 141 23488
a 69 149 20136
a 69 193 13263
a 69 146 5007
a 70 109 7373
a 70 159 14845
a 71 167 8739
a 71 193 3394
a 71 173 8056
a 71 164 23016
a 71 76 29152
a 71 73 31813
a 71 136 15023
a 72 197 3222
a 72 151 29131
a 72 81 20595
a 72 152 28224
a 73 148 8185
a 73 98 27607
a 73 104 31057
a 73 163 9562
a 73 79 6735
a 74 135 21185
a 74 166 5908
a 74 103 14876
a 74 193 4581
a 74 200 2137
a 74 111 3433
a 74 107 8794
a 74 194 21902
a 75 169 32469
a 75 115 6140
a 75 117 1696
a 75 152 18480
a 75 150 24177
a 76 111 8347
a 76 105 10688
a 76 199 9517
a 76 98 20503
a 76 116 8708
a 77 168 18589
a 77 94 6039
a 77 91 16361
a 78 127 7976
a 78 82 26820
a 78 105 29963
a 78 96 11532
a 78 181 9406
a 78 146 8457
a 78 104 25968
a 79 158 10491
a 79 195 894
a 79 83 25334
a 79 124 2258
a 80 176 23942
a 80 103 31358
a 80 83 4043
a 80 183 20179
a 80 160 23189
a 80 139 23700
a 80 122 22195
a 80 92 16743
a 80 114 12362
a 80 184 18009
a 81 156 24066
a 81 184 14119
a 81 155 13050
a 81 143 10845
a 81 192 2245
a 82 136 5652
a 82 162 9493
a 82 181 21912
a 82 153 7241
a 83 157 11268
a 83 186 13699
a 83 146 1893
a 83 167 31718
a 83 141 3918
a 83 119 28889
a 83 104 12687
a 83 100 25842
a 84 175 27634
a 84 92 16841
a 84 88 20644
a 84 166 6460
a 84 104 25237
a 84 150 31072
a 85 169 20387
a 85 176 18246
a 85 109 22660
a 85 148 23662
a 86 191 14399
a 86 158 11623
a 86 108 24460
a 86 145 18829
a 86 137 7541
a 86 170 206
a 86 96 12119
a 86 127 2462
a 86 88 531
a 87 158 727
a 87 181 29066
a 87 169 32256
a 88 137 30876
a 88 183 670
a 88 179 30932
a 88 162 11150
a 88 90 11648
a 89 106 10049
a 89 124 22668
a 89 151 30793
a 90 131 26413
a 90 197 30067
a 90 165 2504
a 90 95 25090
a 90 181 27
a 90 102 17976
a 90 160 9365
a 91 154 30886
a 91 142 833
a 91 175 3873
a 91 143 3566
a 91 132 26425
a 92 144 32081
a 92 153 1072
a 92 158 20357
a 92 176 7591
a 92 171 5975
a 92 182 9311
a 92 121 2738
a 93 133 2646
a 93 141 20830
a 93 176 25859
a 94 172 10664
a 94 98 31427
a 94 103 18722
a 94 192 21139
a 94 133 17940
a 94 175 27479
a 94 167 20737
a 94 140 20170
a 95 117 25265
a 95 180 8892
a 95 112 23042
a 95 144 29858
a 95 98 120
a 95 158 10678
a 95 196 17669
a 95 173 24644
a 96 124 6863
a 96 145 12171
a 96 112 15039
a 96 138 22886
a 96 169 18134
a 96 120 12275
a 97 189 18086
a 97 176 622
a 98 137 4633
a 98 167 25809
a 98 192 2557
a 98 168 16340
a 98 123 14985
a 98 120 2291
a 98 117 14319
a 98 185 10820
a 99 142 26386
a 99 127 14805
a 99 174 20687
a 99 139 6534
a 99 114 19762
a 100 112 10952
a 100 116 17585
a 100 121 8008
a 100 161 5508
a 100 143 26125
a 101 177 27893
a 101 153 17108
a 101 174 32730
a 101 157 32504
a 101 114 5470
a 101 191 10762
a 102 141 6767
a 102 143 490
a 102 197 21230
a 102 154 14524
a 103 149 11834
a 103 146 30467
a 103 191 3155
a 103 163 25453
a 103 187 13389
a 104 174 31377
a 104 112 23044
a 104 172 18718
a 104 136 28631
a 105 172 17878
a 106 181 16293
a 106 171 26612
a 107 108 13974
a 107 199 27910
a 107 169 31454
a 108 154 27312
a 108 196 4593
a 108 139 26116
a 108 111 2048
a 108 125 27672
a 109 141 28120
a 109 199 14610
a 109 114 5928
a 109 185 18260
a 109 163 26920
a 110 139 26686
a 110 182 12034
a 110 165 16367
a 110 117 22689
a 110 141 29422
a 110 164 22242
a 111 178 32054
a 111 181 26135
a 111 190 2318
a 111 172 24558
a 112 179 614
a 113 121 6694
a 113 154 18914
a 113 142 7012
a 114 179 10143
a 115 196 10556
a 115 145 31001
a 115 139 10444
a 115 146 26529
a 115 116 20786
a 116 181 13294
a 116 179 7302
a 116 151 27183
a 116 157 5451
a 116 187 20171
a 117 177 24980
a 117 159 8614
a 117 141 28855
a 117 184 1089
a 117 193 6330
a 118 184 17611
a 118 191 3203
a 118 198 26782
a 119 153 16257
a 119 143 18033
a 119 176 18282
a 119 148 349
a 120 132 14162
a 120 124 531
a 120 192 24594
a 120 193 14513
a 121 127 28957
a 121 189 9579
a 121 157 18760
a 121 146 22851
a 121 165 18238
a 121 156 20541
a 122 146 32095
a 122 164 21087
a 122 127 8340
a 122 148 18397
a 122 165 18458
a 122 126 24619
a 123 170 25404
a 123 165 8696
a 123 174 17930
a 123 196 16825
a 123 194 28214
a 123 171 23526
a 124 128 24029
a 124 185 26926
a 124 166 29012
a 124 192 10640
a 125 182 25847
a 125 131 5718
a 125 187 18167
a 125 152 19992
a 125 162 2020
a 125 149 3752
a 125 170 1268
a 125 176 11729
a 126 146 17015
a 126 152 13150
a 126 189 10460
a 126 128 10985
a 126 171 18175
a 126 194 17585
a 127 152 10383
a 127 197 31994
a 127 180 28149
a 127 147 20028
a 127 142 23169
a 128 140 26866
a 128 198 29219
a 128 200 24070
a 129 177 12352
a 129 188 30346
a 129 151 11157
a 129 201 10190
a 129 193 18707
a 129 182 907
a 129 168 17724
a 129 163 24123
a 130 176 9228
a 131 142 23113
a 131 136 11951
a 132 168 11839
a 133 196 29092
a 133 179 10678
a 133 155 4720
a 133 160 10427
a 134 184 17378
a 134 151 13144
a 134 156 18676
a 134 166 23389
a 134 182 7887
a 135 190 32613
a 135 144 29614
a 135 151 30793
a 135 189 12500
a 136 174 29870
a 137 162 26985
a 137 201 30713
a 137 173 15350
a 137 178 18076
a 137 194 2735
a 138 145 1899
a 138 192 28291
a 138 201 6600
a 138 194 10358
a 138 161 29237
a 139 149 29466
a 139 177 19855
a 139 168 13925
a 140 159 3524
a 140 188 6287
a 141 150 11981
a 141 148 15537
a 141 186 226
a 141 179 14542
a 142 188 23257
a 142 183 9089
a 144 183 28181
a 145 153 28643
a 146 185 1728
a 146 181 9024
a 147 199 5060
a 147 164 28734
a 148 188 31442
a 148 173 19369
a 148 165 27835
a 148 198 26805
a 149 196 25028
a 149 168 11877
a 149 191 15297
a 150 197 6004
a 150 167 2146
a 150 192 6047
a 150 169 29790
a 150 156 17633
a 151 162 15291
a 151 157 14551
a 151 201 5693
a 152 170 5611
a 152 159 13102
a 152 189 9426
a 153 187 20184
a 153 192 17840
a 154 166 29943
a 155 198 32716
a 156 172 659
a 156 168 72
a 156 190 8653
a 156 163 13510
a 157 194 17208
a 158 166 1698
a 158 185 1106
a 159 193 18087
a 160 194 503
a 160 180 21303
a 160 192 1564
a 161 168 28131
a 162 164 5489
a 163 196 13977
a 163 180 22016
a 164 195 8382
a 164 170 787
a 166 169 11081
a 167 201 23496
a 168 181 23180
a 168 183 29250
a 169 199 27690
a 169 191 31067
a 171 178 24834
a 171 185 22497
a 173 193 31275
a 177 198 4091
a 178 194 10379
a 179 196 4873
a 181 190 923
a 182 185 28135
a 182 199 16464
a 182 202 400
a 183 202 400
a 184 191 20665
a 184 196 30539
a 184 202 400
a 185 197 12780
a 185 202 400
a 186 192 22149
a 186 202 400
a 187 198 15639
a 187 202 400
a 188 202 400
a 189 190 26225
a 189 193 31580
a 189 202 400
a 190 202 400
a 191 201 13021
a 191 202 400
a 192 198 15254
a 192 202 400
a 193 202 400
a 194 202 400
a 195 199 102
a 195 202 400
a 196 202 400
a 197 202 400
a 198 202 400
a 199 202 400
a 200 202 400
a 201 202 400
